First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Jonathan ,Mothner,Assistant United States Attorney,3,Clinton
Samuel,Moulthrop ,"Chief, Criminal Division, US Attorney’s Office, DNJ",8,Reagan
Ping,Moy,Deputy Chief Appellate Attorney,11,"Bush II, Clinton, Bush I, Reagan"
David,Muchow,"Special Asst. to Asst. Atty. Gen., Criminal Div.",3,"Ford, Nixon"
Jon,Mueller,Senior Attorney ,17,"Bush II, Clinton, Bush I, Reagan"
Kristin,Muenzen ,Trial Attorney ,11,"Trump, Obama, Bush II"
Dana,Mulhauser,Trial Attorney,12,"Trump, Obama, Bush II"
Eric,Muller,Assistant United States Attorney,4.5,"Clinton, Bush I"
Daniel,Mullies,Assistant Director,20,"Trump, Obama, Bush II, Clinton, Bush I"
Charles,Mullins,"Attorney, Appellate Staff, Civil Division",2,"Obama, Bush II"
Michael,Mulroney,Attorney,4,Kennedy
Steve,Mulroy,Trial Attorney ,9,"Clinton, Bush I"
Dennis,Mulshine,Special Assistant U.S. Attorney,16,"Bush II, Clinton, Bush I, Reagan"
Molly,Munger,Assistant Unjited States Attorney,5,"Reagan, Carter"
Charles,Murdter,Trial Attorney,6,"Clinton, Bush I"
M. Susan,Murnane,Trial Attorney,12,"Bush I, Reagan, Carter"
Thomas,Murphy,"Assistant United States Attorney, EDNC",21,"Obama, Bush II"
Robert,Murphy,"Chief, Criminal Section, CRD",10,"Ford, Nixon, Johnson"
Maureen,Murphy,Assistant United States Attorney,15,"Bush II, Clinton, Bush I, Reagan"
Russel,Murray,Trial Attorney,3,"Reagan, Carter"
Jim,Murray,Special Assistant to the Director of the FBI (Webster),2,Reagan
James ,Murray,Assistant United States Attorney,5,Johnson
Albert,Murray,Senior Litigation Counsel and Assistant United States Attorney MDPA,8,"Reagan, Carter"
John W.,Murtagh,Special Attorney OCR Section Criminal Division,3,"Ford, Nixon"
Ross,Nadel,"Chief of the Criminal Division, U.S. Attorney's Office, Northern District of California",26,"Bush II, Clinton, Bush I, Reagan, Carter"
Eric,Nagle,Trial Attorney,8,"Clinton, Bush I, Reagan"
Janet,Nahirny,Prosecutor Attorney ,3,Bush II
Gordon,Nash,"Chief of Special Prosecutions, Northern District of Illinois",7,"Carter, Ford, Nixon"
Michael,Nash,Assistant United States Attorney ,5,"Nixon, Johnson"
Allen,Nason,Assistant United States Attorney ,3,Bush II
Irvin,Nathan,Principal Associate Deputy Attorney General,5,"Clinton, Carter"
Marvin,Nathan,Trial Attorney,2,Johnson
Stephen,Nelson,Chief Criminal Division,25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Richard,Nelson,Assistant United States Attorney,5,Clinton
Patrick,Nemeroff,Trial Attorney,9,"Trump, Obama"
Robert,Nesler,Assistant United States Attorney,31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Bill,Nettles,United States Attorney District of South Carolina  ,6,Obama
Reed,Neuman,Senior Trial Attorney,3,Reagan
Barry,Neuman,Trial Attorney,5.5,Reagan
G. Keith,Newbold,Special Assistant United States Attorney ,7,"Bush I, Reagan"
Erica,Newland,Attorney-Adviser,2,"Trump, Obama"
Melanie,Newman,Director of Public Affairs,1.5,Obama
Jerry,Newton,"Assistant Chief, Criminal Division, United States Attorney's Office, Los Angeles, CA",5,"Ford, Nixon"
Becca,Niburg,Trial Attorney,2,Bush II
Rosemary,Nidiry,Assistant United States Attorney,15,"Obama, Bush II, Clinton"
George,Niespolo,"Assistant United States Attorney, NDCA",6,Reagan
Miriam,Nisbet,Deputy Director,15,"Clinton, Bush I, Reagan, Carter"
Alan,Nisselson,Assistant United States Attorney,10,"Reagan, Carter"
Robert,Nolan,"Assistant United States Attorney, Middle District of Pennsylvania",7.25,"Reagan, Carter"
Thomas J,Nolan,Chief of Fraud and Special Prosecutions,3,Carter
Joel,Nomkin,Trial Attorney,5,Reagan
Denise,Noonan Slavin,Immigration Judge,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Judith,Norris,Assistant United States Attorney for the District of  Massachusetts,5,"Carter, Ford, Nixon"
Raven,Norris,Assistant United States Attorney ,15,"Trump, Obama, Bush II, Clinton"
Anthony ,Norwood ,Senior Litigation Counsel,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Matt,Nosanchuk,Senior Counselor to the Assistant Attorney General,6,"Obama, Clinton, Bush I"
Raymond ,Nowak,"Assistant United States Attorney, Chief, Civil Division, USAO WDTX",25,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
A. Patrick,Nucciarone,"Assistant United States Attorney, Section Chief",10,"Reagan, Carter, Ford, Nixon"
SuzAnne,Nyland,"Assistant United States Attorney, District of Columbia",28,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Eileen,O'Brien,Trial Attorney,8,"Bush II, Clinton"
Cheryl,O'Connor,"Deputy Chief, Public Corruption and Civil Rights",16,"Obama, Bush II, Clinton"
Bob,O'Leary,"Special Agent In Charge, DOJ/OIG",28,"Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Ambassador Kevin F.,O'Malley,Assistant United States Attorney; Special Attorney,9,"Reagan, Carter, Ford, Nixon"
Peter ,O'Malley ,Assistant United States Attorney,24,"Obama, Bush II, Clinton, Bush I"
Thomas,O'Neil,"Trial Attorney, Civil Rights Division",2,Nixon
Janice Griffin,O'Reilly,"Trial Attorney and Special Attorney, Honor Law Graduate Program",3,Reagan
Allen,O'Rourke,Assistant United States Attorney,6,Obama
Steven,O’Connor,"Assistant United States Attorney, WDWI",20,"Obama, Bush II, Clinton, Bush I"
Michol,O’Connor,"Assistant United States Attorney, Southern District of Texas ",3,Carter
Patricia,O’Connor,Senior Trial Attorney ,5,"Bush II, Clinton"
Michael,O’Leary,DEA Division Counsel,24,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
James,O’Neil,Assistant United States Attorney,14,"Reagan, Carter, Ford, Nixon"
Thomas ,O’Neil ,Assistant United States Attorney,4,"Bush I, Reagan"
Kevin,O’Regan,Supervisory Assistant U.S. Attorney,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
James L.,Oakar,Assistant United States Attorney,3,Johnson
Cynthia,Oberg,"Supervisor White Collar Crume Unit, EDMI",22,"Obama, Bush II, Clinton, Bush I"
Charles,Oberly,"United States Attorney, District of Delaware ",6,Obama
Kathryn,Oberly,Assistant to the Solicitor General ,12,"Reagan, Carter, Ford"
Denise,ODonnell,"Director, Bureau of Justice Assistance; US Attorney, WDNY",21,"Obama, Clinton, Bush I, Reagan"
Robert,Ogren,"Chief, DOJ Fraud Section, Criminal Division",19,"Reagan, Carter, Ford, Nixon, Johnson"
Gil,Ohana,"Trial Attorney, Antitrust Division",3,Clinton
Leslie,Ohta,Assistant United States Attorney,30,"Bush II, Clinton, Bush I, Reagan, Carter"
Omar,Ojeda,Senior Trial Attorney,11,"Clinton, Bush I"
Victor,Olds,Assistant United States Attorney,12,"Bush II, Clinton"
Jonathan,Olin,Deputy Assistant Attorney General,6,Obama
Judith,Olingy,Trial Attorney,4,Reagan
Jim,Oliver,Trial Attorney,29,"Bush II, Clinton, Bush I, Reagan"
Matthew,Olsen,Deputy Assistant Attorney General,18,"Obama, Bush II, Clinton"
Kris,Olson,United States Attorney for the District of Oregon,18,"Clinton, Reagan, Carter, Ford, Nixon"
Wendy,Olson,"United States Attorney, District of Idaho",24.5,"Trump, Obama, Bush II, Clinton, Bush I"
Nancy,Olson,"Deputy General Counsel, Civil, Antitrust Division",13,"Obama, Bush II, Clinton"
Stewart,Oneglia,Chief Coordinations and Review,18,"Clinton, Bush I, Reagan, Carter"
Karen,ONeill,"Deputy Executive Assistant United States Attorney, US Attorneys' Office for D.C.",7,"Reagan, Carter"
Robert F.,ONeill,Assistant United States Attorney,9,"Reagan, Carter"
Drew,Oosterbaan,"Chief, Child Exploitation and Obscenity Section, Criminal Division",25,"Obama, Bush II, Clinton, Bush I"
Ira,Oring,Assistant United States Attorney,10,"Clinton, Bush I"
Harvey,Oringher,US DOJ Special Attorney Organized Crime & Racketeering Section Los Angeles,3,Carter
Reuben,Ortenberg,"Trial Attorney, Civil Rights Division",3,Johnson
Carmen,Ortiz,"United States Attorney, District of Massachusetts",21,"Obama, Bush II, Clinton, Reagan"
Norma,Ortiz,Staff Attorney,9,"Clinton, Bush I, Reagan"
Rafael,Ortiz-Segura,Immigration Judge,32,"Trump, Obama, Bush II, Clinton"
Meredith,Osborn,Assistant United States Attorney,5,"Trump, Obama"
Gail,Osherenko,Appellate Attorney,2,Carter
John,Oshinsky,"Attorney-Advisor, Executive Office for Immigration Review",32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Peter,Osinoff,Assistant United States Attorney,6,"Reagan, Carter"
Mark,Osler,Assistant United States Attorney,5,Clinton
Bonnie,Osler,Assistant Branch Director,14,"Bush II, Clinton, Bush I"
Carolyn ,Osolinik ,Trial Attorney ,3,Carter
Peter,Ossorio,Supervisory Assistant United States Attorney,17,"Bush II, Clinton, Bush I, Reagan"
Carolyn,Ostby,"Attorney-Advisor, OLC",2,"Reagan, Carter"
Alyson,Oswald,Assistant United States Attorney,7,"Trump, Obama"
William J.,Otteson,Assistant United States Attorney,8,"Obama, Bush II"
Lauren,Ouziel,Assistant United States Attorney,8,"Obama, Bush II"
Spencer,Overton,Principal Deputy Assistant Attorney General,1.5,Obama
Richard,Owens,"Associate Director, Office of International Affairs, Criminal Division",36,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Annie,Owens,"Attorney-Advisor, OLC",4,"Trump, Obama, Bush II"
Paula,Page,Assistant United States Attorney,2,Carter
Nina,Pala,Assistant United States Attorney,4,"Clinton, Bush I"
Andres,Palacio,Trial Attorney ,1,Obama
Robert,Palmer,Assistant Special Prosecutor,2,"Ford, Nixon"
William,Palmer,"Trial Attorney, Public Integrity Section, Criminal Division",4,Clinton
Lynn,Panagakos,"Trial Attorney, OCRS",13,"Bush II, Clinton, Bush I"
Darrell,Panethiere,"Attorney-Advisor, Office of Legal Policy",3,"Bush I, Reagan"
Bernard,Panetta,"Assistant United States Attorney, D.C., Trial Attorney, D.C",10,"Reagan, Carter, Ford, Nixon"
Kimberley,Papini (Piro),Trial Attorney,2,Obama
Susan,Park,"Trial Attorney, Public Integrity Section, Criminal Division",18,"Bush II, Clinton, Bush I, Reagan"
Marietta,Parker,"Interim United States Attorney, WDMO & DKs",22,"Obama, Bush II, Clinton, Bush I"
Kristy,Parker,"Deputy Chief, Criminal Section, Civil Rights Division",19,"Trump, Obama, Bush II, Clinton"
Wilmer ,Parker,"Chief, Drug Division, USAO ND Ga — Assistant United States Attorney ",19,"Clinton, Bush I, Reagan, Carter"
Thomas R.,Parker,"FBI Assistant Special Agent in Charge, Los Angeles Division",24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Edward,Parnell,"Assistant United States Attorney, WDNC",2.5,"Reagan, Carter"
Jonathan,Parnes,Special Assistant United States Attorney,1,Obama
Mark,Parrent,Assistant United States Attorney,27,"Trump, Obama, Bush II, Clinton, Bush I"
Stephen,Paskey,Senior Trial Attorney,12,"Bush II, Clinton"
Timothy,Pastore,Special Assistant United States Attorney (DMA),1,Bush II
Krishna,Patel,"Deputy Chief, Major Crimes & National Security",16,"Obama, Bush II, Clinton"
Deval,Patrick,"Assistant Attorney General, Civil Rights Division",3.5,Clinton
Teresa,Patrick,"Assistant Section Chief, Environment and Natural Resources Division",21,"Obama, Bush II, Clinton"
Michael,Patrick,Special Assistant United States Attorney,5,Reagan
Donna,Patterson,"Deputy Assistant Attorney General, Antitrust Division",4,Clinton
Larry,Patton,Sr. Trial Attorney,8,"Reagan, Carter, Ford, Nixon"
Larry,Patton,United States Attorney Western District of Oklahoma,3.5,Carter
Jeremy,Paul,Professor in Residence - Appellate Staff Civil Division,1,"Bush I, Reagan"
Theresa,Pauling,Deputy Chief Counsel ,13,"Bush II, Clinton, Bush I"
David,Payne,Assistant United States Attorney,3,Bush I
Joseph,Payne,Senior Trial Attorney,27,"Bush II, Clinton, Bush I, Reagan, Carter"
Charles,Pazar,Immigration Judge,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert ,Peabody,Assistant United States Attorney,8,"Bush II, Clinton"
Jack,Pearce,"Assistant Chief, Public Counsel Section, Antitrust Division",6,"Nixon, Johnson, Kennedy"
Howard,Pearl,"United States Attorney's Office, Chicago Supervisor",7.5,Reagan
William,Pease,"Assistant United States Attorney , NDNY, Civil Division Chief",28,"Obama, Bush II, Clinton, Bush I, Reagan"
Thomas,Peebles,"Regional Director, Office of Overseas Prosecutorial Development, Assistance and Training",36,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Stuart,Peim,"Chief of Criminal Division, DNJ",7,Reagan
Paul,Pelletier,"Chief, Fraud Section, Criminal Division",27,"Obama, Bush II, Clinton, Bush I, Reagan"
Linda,Pence,Trial Attorney,9,"Reagan, Carter"
Robert,Pennoyer,Assistant United States Attorney,5,Eisenhower
John,Penrose,"Chief, Criminal Division, EDPA",20,"Bush I, Reagan, Carter, Ford, Nixon"
charles,pereyra-suarez,"Assistant United States Attorney, Los Angeles; Head of Civil Rights Unit",6,"Reagan, Carter, Ford"
Hector,Perez,Assistant United States Attorney,4,Carter
Danya,Perry,"Deputy Chief of the Criminal Division, SDNY",11,"Obama, Bush II"
Martin,Perschetz,"Chief, Major Crimes Unit, SDNY",5.5,"Reagan, Carter"
Stephen,Pershing,Senior Trial Attorney,9,"Bush II, Clinton"
Timothy,Persons,Senior Attoreny-Advisor,7,"Obama, Bush II"
Joel,Perwin,"Assistant United States Attorney, DC",2,Carter
James,Peters,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I"
Kristan,Peters-Hamlin,Assistant United States Attorney,6,"Clinton, Bush I"
Glen,Petersen,Assistant United States Attorney,6,"Bush II, Clinton"
David,Peterson,Assistant United States Attorney; District Civil Chief,17,"Bush II, Clinton, Ford, Nixon"
Elizabeth ,Peterson ,"Attorney, ENRD Appellate Section",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Stephen ,Petix,"Assistant Chief, Civil Division, SD Calif",20,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Ben,Petok,"Director of Communications, USAO-MN",3,"Trump, Obama"
Carol A. (Annie),Petsonk,"Trial Attorney, Policy, Legislation & Special Litigation Section, ENRD",5,"Clinton, Bush I"
Nathan,Petterson,Deputy Chief,29,"Trump, Obama, Bush II, Clinton, Bush I"
Barry,Pettinato,Immigration Judge,29,"Trump, Obama, Bush II, Clinton, Bush I"
Katrina,Pflaumer,US Attorney for the Western District of WA,7,Clinton
Tue,Phan-Quang,Immigration Judge ,23,"Obama, Bush II, Clinton"
Ashwin,Phatak,Attorney-Adviser,1,"Trump, Obama"
Nicholas,Phillips,Assistant United States Attorney ,5,Reagan
Pamela,Phillips,Assistant United States Attorney,1.5,Carter
Richard,Phillips,Trial Attorney,5,"Bush II, Clinton"
Channing,Phillips ,United States Attorney for the District of Columbia ,27,"Trump, Obama, Bush II, Clinton, Bush I"
Tamra,Phipps,"Assistant United States Attorney, Chief, Appellate Division, USAO, MDFL",28,"Obama, Bush II, Clinton, Bush I, Reagan"
Irv,Pianin,Trial Attorney,9,"Bush I, Reagan"
Louis,Pichini,"Chief, Criminal Division, U.S. Attorney’s Office, E.D. PA",25,"Clinton, Bush I, Reagan, Carter, Ford"
Stephen,Pickard,Assistant United States Attorney,5,"Ford, Nixon"
Cyrus ,Picken ,Trial Attorney ,5.75,"Bush I, Reagan"
Cynthia L,Pickering,Trial Attorney,6,"Reagan, Carter"
Harold,Pickerstein,"Chief Assistant United States Attorney, D.Ct ",16,"Bush I, Reagan, Carter, Ford, Nixon"
Justin,Pidot,Trial Attorney ,3,"Obama, Bush II"
Ralph,Pierce,"Chief, Northern Criminal Enforcement, Tax Division ",24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Emily,Pierce,Acting Director Office of Public Affairs,2.5,Obama
S.E.,Pietrafesa,Trial Attorney,22,"Obama, Bush II, Clinton"
Brad,Pigott,United States Attorney,6,Clinton
Daniel,Piloseno,Trial Attorney,6,"Carter, Nixon"
Michael,Pinnisi,Assistant United States Attorney,5,"Bush I, Reagan"
Isabelle,Pinzler,"Acting Assistant Attorney General, Civil Rights Division",25,Clinton
Veronica,Platt Longstreth,"Trial Attorney, Civil Division, Torts Branch",3.5,Reagan
Gary,Plessman,Assistant United States Attorney,19,"Obama, Bush II, Clinton"
Anna,Pletcher,Assistant Chief,10,"Obama, Bush II"
Robert,Plotz,"Assistant United States Attorney, SDNY",5,"Bush I, Reagan"
Barry,Pollack,Assistant United States Attorney for the Southern District of New York,3,Clinton
Mark,Pomerantz ,"Chief, Criminal Division (SDNY)",6,"Clinton, Reagan, Carter"
George,Pond,"Trial Attorney, Antitrust Division",3,"Reagan, Carter"
James,Ponsoldt,Senior Trial Attorney ,3.3,"Carter, Ford"
Richard,Poole,Senior Trial Attorney,27,"Bush II, Clinton, Bush I, Reagan"
Amy,Pope,"Deputy Chief of Staff and Counselor to the Assistant Attorney General, Criminal Division",10,"Obama, Bush II, Clinton"
Allison,Porter,Trial Attorney,3,Carter
Mark,Posner,Special Section 5 Counsel,23,"Bush II, Clinton, Bush I, Reagan, Carter"
Ethan,Posner,Deputy Associate Attorney General,2,Clinton
Herbert,Posner,Executive Assistant Newark Strike Force against Organized Crime,4,"Nixon, Johnson"
Nancy,Potts,Assistant United States Attorney,16,"Obama, Bush II, Clinton"
Mary,Pougiales,Assistant United States Attorney,17,"Clinton, Bush I, Reagan"
Virginia,Powel,Assistant United States Attorney,37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Power,Trial Attorney,5,"Carter, Ford, Nixon"
Ann,Powers,"Senior Trial Attorney, ENRD; Assistant United States Attorney, DC",9,"Reagan, Carter, Ford"
Lydia,Pozzato,"Supervisory Special Agent, FBI",22,"Trump, Obama, Bush II, Clinton"
Stephen ,Preisser,"Assistant United States Attorney, Special Legal Counsel",28,"Obama, Bush II, Clinton, Bush I, Reagan"
Allison,Price,"Senior Spokesperson, OPA",3,Obama
Caryl,Privett,United States Attorney,22,"Clinton, Bush I, Reagan, Carter, Ford"
Raphael,Prober,Associate Deputy Attorney General ,2,Obama
Bonnie,Prober,Trial Attorney,4,Obama
Francesca,Procaccini,Trial Attorney,3,"Trump, Obama"
Melanie,Proctor,Assistant United States Attorney,14,"Trump, Obama, Bush II"
George,Proctor,United States Attorney,18,"Bush II, Clinton, Bush I, Reagan, Carter"
Mark,Prosperi,Chief Narcotics and Gangs Section,31,"Bush II, Clinton, Bush I, Reagan, Carter"
Neil,Proto,"Appellate Attorney, Land [Environment] and Natural Resources",7,"Carter, Ford, Nixon"
Michael ,Prozan,Special Assistant United States Attorney (DC Office),1,"Clinton, Bush I"
Jacek,Pruski,Trial Attorney,4,Obama
John,Pucci,Assistant United States Attorney ,10,"Clinton, Bush I, Reagan"
Dan,Purdom,Assistant United States Attorney,6,"Reagan, Carter"
Tim,Purdon,"United States Attorney, North Dakota",5,Obama
Henry,Putzel III,Assistant United States Attorney,4,"Ford, Nixon"
Nick,Pyati,Trial Attorney,2,Obama
John,Pyle,Assistant United States Attorney,4,Carter
Julio,Quinones,ASAC FBI,25,"Obama, Bush II, Clinton, Bush I"
Michael,Quinton,Assistant United States Attorney,23,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Rizwan,Qureshi,Assistant United States Attorney,4,"Trump, Obama"
Susan,Raab,"Assistant United States Attorney, Middle District of Florida",16,"Bush II, Clinton, Bush I"
Judith,Rabinowitz,"Assistant Director, Civil Division",38.5,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Daniel L.,Rabinowitz ,Assistant United States Attorney,4,"Reagan, Carter"
Jesselyn,Radack,Legal Advisor,7,"Bush II, Clinton"
Jill,Radek,Trial Attorney,4,"Ford, Nixon"
Robert,Radick,Deputy Chief of Public Integrity and Chief of Health Care Fraud Prosecutions,6,"Obama, Bush II"
